ID,changetype,conversion,latitude,longitude,MGRS,blockstratum,substratum,refno_mapno,refno_maplow,refno_maphigh,reflow_mapno,reflow_maplow,reflow_maphigh,refhigh_mapno,refhigh_maplow,refhigh_maphigh,userslow,producerslow,usershigh,producershigh,usersall,producersall,overallhigh,overallall
30961_12,Shifting cultivation,no,4.90055761267954,13.8313787918802,33NUF,treelossTF,2,38,1,0,9,0,0,0,1,10,0.5,0.0,1.0,1.0,0.9166666666666666,0.3793103448275862,0.9830508474576272,0.8305084745762712
30961_13,Shifting cultivation,no,4.92611219112987,13.8591999753117,33NUF,treelossTF,3,50,3,0,9,17,0,0,0,0,0.85,0.4857142857142857,NA,NA,0.85,0.4857142857142857,1.0,0.8481012658227848
30961_14,Shifting cultivation,no,4.91164777235024,13.8116106176828,33NUF,treelossTF,1,35,2,0,7,15,0,0,0,0,0.8823529411764706,0.5172413793103449,NA,NA,0.8823529411764706,0.5172413793103449,1.0,0.847457627118644
30961_15,noChange,no,4.94406789315766,13.8867654701644,33NUF,treelossTF,4,70,3,0,0,0,0,0,0,0,0.0,NA,NA,NA,0.0,NA,1.0,0.958904109589041
30961_16,Shifting cultivation,no,4.9263863184397,13.8608227615272,33NUF,treelossTF,3,73,0,0,0,5,0,0,0,0,1.0,1.0,NA,NA,1.0,1.0,1.0,1.0
30961_17,Shifting cultivation,no,4.91870744974674,13.814303454022,33NUF,treelossTF,1,35,0,0,7,32,0,0,0,0,1.0,0.6956521739130435,NA,NA,1.0,0.6956521739130435,1.0,0.9054054054054054
34405_1,Plantation clearing,no,5.35773464004273,118.036706165415,50NPL,treelosswet,1,148,4,0,0,0,0,0,18,0,0.8181818181818182,NA,NA,1.0,0.8181818181818182,1.0,0.8941176470588236,0.9764705882352941
34405_2,Plantation clearing,no,5.37827780167988,118.08249606226,50NPL,treelosswet,2,26,0,0,0,12,14,6,4,85,1.0,2.1666666666666665,1.0,0.9368421052631579,1.0,1.074766355140187,0.8367346938775511,0.9591836734693877
34405_3,Plantation clearing,no,5.3783788037846,118.024016098578,50NPL,treelosswet,1,25,5,0,0,0,33,6,7,94,0.5833333333333334,NA,1.0,0.9439252336448598,0.9640287769784173,1.2523364485981308,0.7294117647058823,0.9352941176470588
34405_4,Plantation clearing,no,5.3460738524517,118.032354868666,50NPL,treelosswet,1,19,0,0,0,0,45,4,20,81,1.0,NA,1.0,0.9619047619047619,1.0,1.3904761904761904,0.591715976331361,0.9763313609467456
34405_5,Plantation clearing,no,5.31126408498706,118.077234907634,50NPL,treelosswet,2,0,0,0,4,16,0,0,6,124,1.0,0.6666666666666666,1.0,1.0,1.0,0.948051948051948,0.96,0.9733333333333334
34405_6,noChange,no,5.31510547236924,118.052606735237,50NPL,treelosswet,4,170,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
34405_7,Plantation clearing,no,5.37565251515517,118.031592328576,50NPL,treelosswet,1,163,1,0,0,0,0,0,6,0,0.8571428571428571,NA,NA,1.0,0.8571428571428571,1.0,0.9647058823529412,0.9941176470588236
34405_8,Plantation clearing,no,5.37176547993411,118.08248456134,50NPL,treelosswet,2,19,0,0,7,4,5,2,0,110,1.0,0.5,1.0,0.9821428571428571,1.0,0.9153846153846154,0.9523809523809523,0.9387755102040817
34405_9,Plantation clearing,no,5.36237040054315,118.02317716789,50NPL,treelosswet,2,52,2,0,0,0,18,4,0,94,0.0,NA,1.0,0.9591836734693877,0.9824561403508771,1.1428571428571428,0.8705882352941177,0.9647058823529412
34405_10,Plantation clearing,no,5.36724291013504,118.030224493082,50NPL,treelosswet,2,71,3,0,0,0,0,0,2,60,0.4,NA,1.0,1.0,0.9538461538461539,1.0,0.9852941176470589,0.9779411764705882
34405_11,Plantation clearing,no,5.37378389558324,118.013178728468,50NPL,treelosswet,2,50,0,0,0,0,0,0,0,100,NA,NA,1.0,NA,1.0,NA,1.0,1.0
34405_12,Plantation clearing,no,5.35585523441667,118.024790728687,50NPL,treelosswet,3,129,13,0,7,21,0,0,0,0,0.6176470588235294,0.6,NA,NA,0.6176470588235294,0.6,1.0,0.8823529411764706
34405_13,Plantation clearing,no,5.37863966689473,118.030243640746,50NPL,treelosswet,3,38,0,0,11,88,0,0,0,0,1.0,0.8,NA,NA,1.0,0.8,1.0,0.9197080291970803
34405_14,Plantation clearing,no,5.35501791983879,118.038596713671,50NPL,treelosswet,1,43,0,0,0,0,0,0,104,0,1.0,NA,NA,1.0,1.0,1.0,0.2925170068027211,1.0
34405_15,Plantation clearing,no,5.3724076999327,118.024818346221,50NPL,treelosswet,3,57,3,0,12,23,0,4,53,0,0.9620253164556962,0.48936170212765956,NA,0.9298245614035088,0.9620253164556962,0.7307692307692307,0.625,0.875
34405_16,Clear cut,human,5.31731737308694,118.028246082712,50NPL,treelosswet,3,28,1,0,0,98,0,0,0,0,0.98989898989899,1.0,NA,NA,0.98989898989899,1.0,1.0,0.9921259842519685
34405_17,Plantation clearing,no,5.34385128785649,118.062672534682,50NPL,treelosswet,3,114,16,0,0,26,0,0,14,0,0.7142857142857143,1.0,NA,1.0,0.7142857142857143,1.0,0.9176470588235294,0.9058823529411765
34405_18,noChange,no,5.36740997243673,118.090328153776,50NPL,treelosswet,4,121,31,0,0,0,0,0,0,0,0.0,NA,NA,NA,0.0,NA,1.0,0.7960526315789473
34405_19,Plantation clearing,no,5.34634474819065,118.032626051506,50NPL,treelosswet,1,19,0,0,2,13,21,0,5,103,1.0,2.0,1.0,1.0,1.0,1.136,0.8404907975460123,0.9877300613496932
34405_20,Plantation clearing,no,5.36390168750025,118.079492633898,50NPL,treelosswet,3,0,0,0,7,0,68,0,24,63,1.0,4.857142857142857,1.0,1.0,1.0,1.5346534653465347,0.43209876543209874,0.9567901234567902
35975_1,Clear cut,human,5.64627891534383,39.1161743309978,37NEG,treelossTF,1,59,4,18,0,0,0,0,0,0,0.0,NA,0.0,NA,0.0,NA,0.7777777777777778,0.7283950617283951
35975_2,Shifting cultivation,human,5.6468226025064,39.1115690068124,37NEG,treelossTF,2,0,9,0,0,62,102,0,0,0,0.8732394366197183,2.6451612903225805,1.0,NA,0.9479768786127167,2.6451612903225805,0.41040462427745666,0.9479768786127167
35975_3,Shifting cultivation,no,5.6164157261481,39.1586986736435,37NEG,treelossTF,3,24,0,0,0,149,0,0,0,0,1.0,1.0,NA,NA,1.0,1.0,1.0,1.0
35975_4,Shifting cultivation,no,5.63949136200562,39.1291763867671,37NEG,treelossTF,2,0,0,0,17,16,0,0,6,134,1.0,0.32,1.0,1.0,1.0,0.8210526315789474,0.9653179190751445,0.9017341040462428
35975_5,Shifting cultivation,no,5.64193937294018,39.1015445664197,37NEG,treelossTF,2,153,6,0,0,4,10,0,0,0,0.4,3.5,1.0,NA,0.7,3.5,0.9421965317919075,0.9653179190751445
35975_6,noChange,no,5.61858627133971,39.1608664146604,37NEG,treelossTF,3,173,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
35975_7,Shifting cultivation,no,5.63514955993625,39.1270082090461,37NEG,treelossTF,2,0,0,0,0,0,0,0,33,135,1.0,NA,1.0,1.0,1.0,1.0,0.8035714285714286,1.0
35975_8,Shifting cultivation,no,5.64031175727347,39.0972098050508,37NEG,treelossTF,3,0,0,0,1,147,0,0,0,0,1.0,0.9865771812080537,NA,NA,1.0,0.9865771812080537,1.0,0.9932432432432432
35975_9,Shifting cultivation,no,5.60475551363627,39.1177914229253,37NEG,treelossTF,3,0,0,0,0,31,0,4,3,118,1.0,1.0,1.0,0.968,1.0,0.9743589743589743,0.9551282051282052,0.9743589743589743
35975_10,noChange,no,5.65740595006373,39.1164474616891,37NEG,treelossTF,4,173,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
35975_11,noChange,no,5.60908202196629,39.1798260859336,37NEG,treelossTF,4,173,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
35975_12,Shifting cultivation,no,5.66174944560504,39.1102172917479,37NEG,treelossTF,1,0,0,0,127,46,0,0,0,0,1.0,0.15333333333333332,NA,NA,1.0,0.15333333333333332,1.0,0.2658959537572254
35975_13,Shifting cultivation,no,5.63949265430008,39.1232164931308,37NEG,treelossTF,2,28,0,0,2,8,59,0,0,76,1.0,5.583333333333333,1.0,NA,1.0,1.625,0.6589595375722543,0.9884393063583815
35975_14,noChange,no,5.61288928438217,39.152467212446,37NEG,treelossTF,1,173,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
35975_15,Shifting cultivation,no,5.59443665306205,39.1443359303958,37NEG,treelossTF,3,28,3,0,0,69,0,0,0,0,0.9583333333333334,1.0,NA,NA,0.9583333333333334,1.0,1.0,0.97
35975_16,noChange,no,5.65223382379455,39.1782138933917,37NEG,treelossTF,1,164,9,0,0,0,0,0,0,0,0.0,NA,NA,NA,0.0,NA,1.0,0.9479768786127167
35975_17,Shifting cultivation,no,5.65821127373909,39.1543754235261,37NEG,treelossTF,3,148,0,0,11,14,0,0,0,0,1.0,0.3888888888888889,NA,NA,1.0,0.3888888888888889,1.0,0.9364161849710982
35975_18,Selective logging,human,5.65359002846215,39.1806524995517,37NEG,treelossTF,1,110,0,0,45,11,0,0,0,0,1.0,0.10891089108910891,NA,NA,1.0,0.10891089108910891,1.0,0.7289156626506024
35975_19,Shifting cultivation,human,5.63270812685056,39.1218605569969,37NEG,treelossTF,2,0,0,0,0,43,106,0,0,24,1.0,3.4651162790697674,1.0,NA,1.0,2.582089552238806,0.3872832369942196,1.0
35975_20,Shifting cultivation,human,5.5903714713549,39.1188720706068,37NEG,treelossTF,1,133,0,0,0,0,0,27,13,0,1.0,NA,NA,0.325,1.0,0.325,0.7687861271676301,0.8439306358381503
40284_1,Other change; flooding killed vegetation,no,6.23065576130252,101.91811435003,47NRG,treelosswet,1,0,0,0,0,0,0,0,89,0,1.0,NA,NA,1.0,1.0,1.0,0.0,1.0
40284_2,noChange,no,6.28045915134305,101.930309193865,47NRG,treelosswet,2,39,52,28,0,0,0,0,0,0,0.0,NA,0.0,NA,0.0,NA,0.7647058823529411,0.3277310924369748
40284_3,Variable water,no,6.26511308549051,101.911804586948,47NRG,treelosswet,3,32,0,0,5,63,0,0,0,0,1.0,0.863013698630137,NA,NA,1.0,0.863013698630137,1.0,0.95
40284_4,Natural browning,maybe,6.29635375263118,101.947463520928,47NRG,treelosswet,3,31,8,0,0,50,0,0,0,0,0.8620689655172413,1.0,NA,NA,0.8620689655172413,1.0,1.0,0.9101123595505618
40284_5,Clear cut,human,6.21696610287039,101.991163468592,47NRG,treelosswet,2,33,4,0,0,11,4,0,0,43,0.7333333333333333,1.3636363636363635,1.0,NA,0.9354838709677419,1.0740740740740742,0.9578947368421052,0.9578947368421052
40284_6,Fire,no,6.21429575979637,101.984106975075,47NRG,treelosswet,3,43,0,0,0,3,0,10,59,0,1.0,1.0,NA,0.855072463768116,1.0,0.8611111111111112,0.4,0.9130434782608695
40284_7,Clear cut,no,6.29848056699891,101.954789159837,47NRG,treelosswet,2,13,28,0,0,0,12,1,10,51,0.2631578947368421,NA,1.0,0.9838709677419355,0.7227722772277227,1.1774193548387097,0.8,0.7478260869565218
40284_8,Variable water,no,6.22849648773142,101.916477331798,47NRG,treelosswet,2,41,7,0,0,13,0,0,16,37,0.8055555555555556,1.0,1.0,1.0,0.9041095890410958,1.0,0.8596491228070176,0.9385964912280702
40284_9,noChange,no,6.22416382171071,101.96439198131,47NRG,treelosswet,3,49,15,0,0,0,0,0,0,0,0.0,NA,NA,NA,0.0,NA,1.0,0.765625
40284_10,Fire,no,6.2164516526086,101.986285731159,47NRG,treelosswet,1,51,0,0,0,0,0,2,0,47,NA,NA,1.0,0.9591836734693877,1.0,0.9591836734693877,0.98,0.98
40284_11,Built-up growth,human,6.25384727690533,101.987310003699,47NRG,treelosswet,2,36,28,28,0,0,0,0,2,25,0.06666666666666667,NA,0.4716981132075472,1.0,0.3253012048192771,1.0,0.7478991596638656,0.5294117647058824
40284_12,Fire,no,6.2175372497409,101.986021034796,47NRG,treelosswet,1,43,0,0,0,0,0,10,41,0,1.0,NA,NA,0.803921568627451,1.0,0.803921568627451,0.4574468085106383,0.8936170212765957
40284_13,noChange,no,6.28410960330503,101.907576085959,47NRG,treelosswet,4,101,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
40284_14,Clear cut,human,6.27930882434113,101.989892659939,47NRG,treelosswet,1,31,8,0,0,0,0,0,61,0,0.8840579710144928,NA,NA,1.0,0.8840579710144928,1.0,0.39,0.92
40284_15,Plantation clearing,no,6.23231492337231,101.912164832626,47NRG,treelosswet,1,52,0,0,0,0,0,0,0,58,NA,NA,1.0,NA,1.0,NA,1.0,1.0
40284_16,Fire,no,6.22266049270317,101.990654030208,47NRG,treelosswet,1,41,0,0,40,39,0,0,0,0,1.0,0.3277310924369748,NA,NA,1.0,0.3277310924369748,1.0,0.6666666666666666
40284_17,noChange,no,6.25916687812288,101.957275907987,47NRG,treelosswet,4,65,15,2,0,0,0,0,0,0,0.0,NA,0.0,NA,0.0,NA,0.975609756097561,0.7926829268292683
40284_18,Clear cut,human,6.27148787012123,101.935134606246,47NRG,treelosswet,2,26,0,0,0,0,0,2,13,79,1.0,NA,1.0,0.9787234042553191,1.0,0.9787234042553191,0.875,0.9833333333333333
40284_19,Fire,no,6.29117059630664,101.95339345905,47NRG,treelosswet,3,38,0,0,0,8,0,0,71,0,1.0,1.0,NA,1.0,1.0,1.0,0.39316239316239315,1.0
40284_20,Plantation clearing,no,6.26765208752743,101.990367870533,47NRG,treelosswet,3,27,4,0,0,88,0,0,0,0,0.9565217391304348,1.0,NA,NA,0.9565217391304348,1.0,1.0,0.9663865546218487
41318_1,Variable water,no,6.45867571299236,31.4615204017486,36NUN,waternew,2,8,15,27,71,6,0,0,0,0,0.2857142857142857,0.04054054054054054,0.0,NA,0.125,0.04054054054054054,0.7874015748031497,0.11023622047244094
41318_2,Variable water,no,6.45461623447312,31.4647872393908,36NUN,waternew,2,115,0,0,4,4,5,0,0,0,1.0,0.75,1.0,NA,1.0,0.75,0.9609375,0.96875
41318_3,noChange,no,6.46872151138977,31.4642022607448,36NUN,waternew,4,121,7,0,0,0,0,0,0,0,0.0,NA,NA,NA,0.0,NA,1.0,0.9453125
41318_4,Fire,no,6.40568120424758,31.4307644834059,36NUN,waternew,3,119,3,0,0,0,0,0,6,0,0.6666666666666666,NA,NA,1.0,0.6666666666666666,1.0,0.953125,0.9765625
41318_5,noChange,no,6.46814274562332,31.452270256528,36NUN,waternew,3,86,42,0,0,0,0,0,0,0,0.0,NA,NA,NA,0.0,NA,1.0,0.671875
41318_6,Fire,no,6.4699525342141,31.4232442062434,36NUN,waternew,2,45,0,1,0,0,8,0,0,74,NA,NA,0.9879518072289156,NA,0.9879518072289156,NA,0.9296875,0.9921875
41318_7,Variable water,no,6.41524208163518,31.4524305629828,36NUN,waternew,1,65,3,0,8,6,0,2,1,42,0.7,0.2727272727272727,1.0,0.9555555555555556,0.9423076923076923,0.7313432835820896,0.9763779527559056,0.8976377952755905
41318_8,Lost water,no,6.43835204021737,31.4691754746739,36NUN,waternew,3,10,0,0,117,0,0,0,0,0,NA,0.0,NA,NA,NA,0.0,1.0,0.07874015748031496
41318_9,Variable water,no,6.47868383134449,31.4394905443384,36NUN,waternew,1,74,40,0,0,14,0,0,0,0,0.25925925925925924,1.0,NA,NA,0.25925925925925924,1.0,1.0,0.6875
41318_10,Variable water,no,6.43027710401965,31.4906247794147,36NUN,waternew,1,9,0,1,0,0,0,0,0,117,NA,NA,0.9915254237288136,NA,0.9915254237288136,NA,0.9921259842519685,0.9921259842519685
41318_11,Fire,no,6.42205527311335,31.4627154794726,36NUN,waternew,3,101,0,0,5,0,0,5,13,0,1.0,0.0,NA,0.7222222222222222,1.0,0.4642857142857143,0.8548387096774194,0.9193548387096774
41318_12,Variable water,no,6.40493975734106,31.4546311258039,36NUN,waternew,1,0,0,0,0,0,0,1,8,118,1.0,NA,1.0,0.9921259842519685,1.0,0.9921259842519685,0.9291338582677166,0.9921259842519685
41318_13,Fire,no,6.40775120287476,31.4877079863645,36NUN,waternew,3,99,0,0,6,0,0,8,15,0,1.0,0.0,NA,0.6521739130434783,1.0,0.42857142857142855,0.8203125,0.890625
41318_14,Variable water,no,6.45391070249837,31.4116319073364,36NUN,waternew,1,9,0,1,0,0,0,0,0,117,NA,NA,0.9915254237288136,NA,0.9915254237288136,NA,0.9921259842519685,0.9921259842519685
41318_15,Lost water,no,6.42693354613126,31.461073634256,36NUN,waternew,3,115,0,0,0,0,0,13,0,0,NA,NA,NA,0.0,NA,0.0,0.8984375,0.8984375
41318_16,New water,no,6.4615987894066,31.4414414911193,36NUN,waternew,2,79,0,0,0,0,0,0,0,49,NA,NA,1.0,NA,1.0,NA,1.0,1.0
41318_17,New water,no,6.44258233710097,31.4328210454374,36NUN,waternew,1,9,0,1,0,0,0,0,0,117,NA,NA,0.9915254237288136,NA,0.9915254237288136,NA,0.9921259842519685,0.9921259842519685
41318_18,Variable water,no,6.46296433914401,31.444420696859,36NUN,waternew,2,21,0,0,0,0,0,2,1,28,1.0,NA,1.0,0.9354838709677419,1.0,0.9354838709677419,0.9423076923076923,0.9615384615384616
41318_19,Fire,no,6.47021707906822,31.4210736404323,36NUN,waternew,2,45,1,0,0,0,16,0,1,65,0.5,NA,1.0,1.0,0.9879518072289156,1.2424242424242424,0.8671875,0.9921875
41318_20,noChange,no,6.41818342661025,31.438319625599,36NUN,waternew,4,128,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
74185_1,Crop cycle change,no,10.9569507968352,5.05473854614608,31PGN,cropnew,2,80,2,0,0,4,43,0,0,0,0.6666666666666666,11.75,1.0,NA,0.9591836734693877,11.75,0.6666666666666666,0.9844961240310077
74185_2,noChange,no,10.9148159616062,5.07036184024578,31PGN,cropnew,1,120,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
74185_3,noChange,no,10.9071793592189,5.0768936423951,31PGN,cropnew,1,103,16,0,0,0,0,0,0,0,0.0,NA,NA,NA,0.0,NA,1.0,0.865546218487395
74185_4,noChange,no,10.9100038510048,5.06017699804851,31PGN,cropnew,3,120,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
74185_6,noChange,no,10.9754018550183,5.09273655221535,31PGN,cropnew,1,122,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
74185_7,Tree cut down; shifting agriculture,maybe,10.9522746282523,5.06458487208077,31PGN,cropnew,3,92,0,0,14,11,0,0,0,0,1.0,0.28205128205128205,NA,NA,1.0,0.28205128205128205,1.0,0.8803418803418803
74185_8,Crop cycle change,no,10.9363897906755,5.0477369947031,31PGN,cropnew,3,72,3,1,21,0,6,0,0,0,0.0,0.14285714285714285,0.8571428571428571,NA,0.6,0.14285714285714285,0.9320388349514563,0.7572815533980582
74185_9,noChange,no,10.9454784362872,5.10679457657343,31PGN,cropnew,1,126,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
74185_10,noChange,no,10.9709294847801,5.07267249909225,31PGN,cropnew,4,127,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
74185_11,Fire,no,10.9685339446591,5.06606975377453,31PGN,cropnew,3,111,0,0,0,0,0,20,0,0,NA,NA,NA,0.0,NA,0.0,0.8473282442748091,0.8473282442748091
74185_12,noChange,no,10.9328335861155,5.05237719874095,31PGN,cropnew,4,119,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
74185_13,noChange,no,10.9653640710781,5.09348914654947,31PGN,cropnew,1,116,3,0,0,0,0,0,0,0,0.0,NA,NA,NA,0.0,NA,1.0,0.9747899159663865
74185_14,noChange,no,10.9690138283775,5.03506338127347,31PGN,cropnew,3,124,1,0,0,0,0,0,0,0,0.0,NA,NA,NA,0.0,NA,1.0,0.992
74185_15,noChange,no,10.9667197638987,5.0934986870569,31PGN,cropnew,1,128,3,0,0,0,0,0,0,0,0.0,NA,NA,NA,0.0,NA,1.0,0.9770992366412213
74185_16,Crop expansion; clear cut,human,10.9215664053157,5.03419069748278,31PGN,cropnew,2,52,4,5,0,13,44,0,0,0,0.7647058823529411,4.384615384615385,0.8979591836734694,NA,0.8636363636363636,4.384615384615385,0.5847457627118644,0.923728813559322
97785_1,noChange,no,14.018323448008,13.6401210069757,33PUR,waternew,3,70,78,0,0,0,0,0,0,0,0.0,NA,NA,NA,0.0,NA,1.0,0.47297297297297297
97785_2,noChange,no,14.0011432217442,13.6718839042712,33PUR,waternew,1,113,30,11,0,0,0,0,0,0,0.0,NA,0.0,NA,0.0,NA,0.9285714285714286,0.7337662337662337
97785_3,Variable water,no,14.0284656598717,13.6595049543426,33PUR,waternew,2,0,40,0,61,50,10,0,0,0,0.5555555555555556,0.3488372093023256,1.0,NA,0.6,0.3488372093023256,0.937888198757764,0.37267080745341613
97785_4,noChange,no,14.001935203481,13.7182618970261,33PUR,waternew,4,186,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
97785_5,Variable water,no,13.9932468128122,13.6660969893777,33PUR,waternew,3,24,45,0,5,22,51,0,0,0,0.3283582089552239,2.28125,1.0,NA,0.6186440677966102,2.28125,0.6530612244897959,0.6598639455782312
97785_6,Variable water,no,13.987180839528,13.6480802708882,33PUR,waternew,3,119,17,0,31,17,0,0,0,0,0.5,0.21518987341772153,NA,NA,0.5,0.21518987341772153,1.0,0.7391304347826086
97785_7,Variable water,no,14.0227646289675,13.6584270241414,33PUR,waternew,2,90,1,0,25,3,40,5,12,9,0.9375,0.8113207547169812,1.0,0.8076923076923077,0.9846153846153847,0.810126582278481,0.6918918918918919,0.8324324324324325
97785_8,noChange,no,13.9731116313066,13.6539941260276,33PUR,waternew,2,0,0,41,0,0,0,0,0,0,NA,NA,0.0,NA,0.0,NA,0.0,0.0
97785_9,Variable water,no,13.9678631443361,13.6368075904571,33PUR,waternew,1,75,10,0,2,11,87,0,0,0,0.5238095238095238,6.533333333333333,1.0,NA,0.9074074074074074,6.533333333333333,0.5297297297297298,0.9351351351351351
97785_10,Variable water,no,14.0397546501082,13.6905510711337,33PUR,waternew,3,129,15,0,0,7,0,0,0,0,0.3181818181818182,1.0,NA,NA,0.3181818181818182,1.0,1.0,0.9006622516556292
97785_11,noChange,no,13.9677078927691,13.6576355459521,33PUR,waternew,3,75,110,0,0,0,0,0,0,0,0.0,NA,NA,NA,0.0,NA,1.0,0.40540540540540543
97785_12,noChange,no,13.9622882623089,13.7084843804036,33PUR,waternew,1,168,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
97785_13,Variable water,no,14.031192891627,13.7122661842498,33PUR,waternew,2,0,0,0,87,29,69,0,0,0,1.0,0.4827586206896552,1.0,NA,1.0,0.4827586206896552,0.6270270270270271,0.5297297297297298
97785_14,Variable water,no,14.0158131296673,13.6765214089841,33PUR,waternew,2,56,40,0,0,0,30,0,0,0,0.0,NA,1.0,NA,0.42857142857142855,NA,0.7619047619047619,0.6825396825396826
97785_15,Variable water,no,13.995177115447,13.6719181686345,33PUR,waternew,3,47,33,0,11,38,45,0,0,0,0.5352112676056338,1.3833333333333333,1.0,NA,0.7155172413793104,1.3833333333333333,0.7413793103448276,0.7471264367816092
97785_16,noChange,no,14.0320462547674,13.7197614282055,33PUR,waternew,4,186,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
97785_17,noChange,no,14.0320491931026,13.7203169688146,33PUR,waternew,1,139,47,0,0,0,0,0,0,0,0.0,NA,NA,NA,0.0,NA,1.0,0.7473118279569892
97785_18,noChange,no,14.0289586398786,13.6506135038296,33PUR,waternew,2,64,3,87,0,0,0,0,0,0,0.0,NA,0.0,NA,0.0,NA,0.43506493506493504,0.4155844155844156
97785_19,Variable water,no,13.9986455860738,13.7116144265725,33PUR,waternew,1,46,109,1,0,0,0,0,0,0,0.0,NA,0.0,NA,0.0,NA,0.9935897435897436,0.2948717948717949
97785_20,noChange,no,14.0208770994061,13.6603823069914,33PUR,waternew,1,128,57,0,0,0,0,0,0,0,0.0,NA,NA,NA,0.0,NA,1.0,0.6918918918918919
103279_1,Crop cycle change,no,14.5901349484673,78.776685088583,44PKB,builtnewalert,3,11,4,2,1,0,0,27,5,75,0.5555555555555556,0.0,0.974025974025974,0.7476635514018691,0.9302325581395349,0.7339449541284404,0.728,0.728
103279_2,noChange,no,14.6099898344796,78.783723122238,44PKB,builtnewalert,2,117,10,0,0,0,0,0,0,0,0.0,NA,NA,NA,0.0,NA,1.0,0.9212598425196851
103279_3,Other change-new plantation,human,14.580801588708,78.7929220542828,44PKB,builtnewalert,2,25,6,0,93,0,0,0,0,0,0.0,0.0,NA,NA,0.0,0.0,1.0,0.20161290322580644
103279_4,noChange,no,14.6142814626857,78.77894773673,44PKB,builtnewalert,2,123,2,0,0,0,0,0,0,0,0.0,NA,NA,NA,0.0,NA,1.0,0.984
103279_5,noChange,no,14.587890792852,78.797304896189,44PKB,builtnewalert,2,125,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
