,ID,changetype,conversion,latitude,longitude,MGRS,blockstratum,substratum,refno_mapno,refno_maplow,refno_maphigh,reflow_mapno,reflow_maplow,reflow_maphigh,refhigh_mapno,refhigh_maplow,refhigh_maphigh,userslow,producerslow,usershigh,producershigh,usersall,producersall,overallhigh,overallall
441,576420_18,No change,no,58.7687476157554,24.4838520369731,35VLF,treelossTF,3,6,4,76,0,0,0,0,0,0,0.0,,0.0,,0.0,,0.1162790697674418,0.0697674418604651
505,796166_10,No change,no,30.1925920817142,-98.0046572123102,14RNU,builtnewalert,2,2,0,48,0,0,0,0,0,0,,,0.0,,0.0,,0.04,0.04
511,796166_16,No change,human,30.2075371121969,-97.9767676716695,14RNU,builtnewalert,1,0,0,54,0,0,0,0,0,0,,,0.0,,0.0,,0.0,0.0
516,805113_8,No change,no,32.0524378310915,-113.953666104697,12STA,gen,2,8,0,50,0,0,0,0,0,0,,,0.0,,0.0,,0.1379310344827586,0.1379310344827586
517,805113_9,No change,no,32.0636834314397,-113.98166270643,12STA,gen,2,14,0,42,0,0,0,0,0,0,,,0.0,,0.0,,0.25,0.25
532,815373_9,No change,no,34.2516795134844,-78.4758808803483,17SQT,treelosswet,3,0,2,38,0,0,0,0,0,0,0.0,,0.0,,0.0,,0.05,0.0
559,824841_5,No change,no,36.1327040883373,-89.9520957083466,16SBF,builtnewalert,2,36,3,0,0,0,0,0,0,0,0.0,,,,0.0,,1.0,0.9230769230769232
560,824841_6,No change,no,36.1778617402409,-90.0168169044561,16SBF,builtnewalert,3,0,3,47,0,0,0,0,0,0,0.0,,0.0,,0.0,,0.06,0.0
567,824841_13,No change,no,36.160949422108,-89.9904963914395,16SBF,builtnewalert,4,34,9,1,0,0,0,0,0,0,0.0,,0.0,,0.0,,0.9772727272727272,0.7727272727272727
597,835445_3,No change,no,38.2479291584927,-7.55942238276428,29SPC,treelossTF,3,68,0,18,0,0,0,0,0,0,,,0.0,,0.0,,0.7906976744186046,0.7906976744186046
601,835445_7,No change,no,38.224702081545,-7.60614781636478,29SPC,treelossTF,1,32,24,28,0,0,0,0,0,0,0.0,,0.0,,0.0,,0.6666666666666666,0.3809523809523809
602,835445_8,No change,no,38.2320812901844,-7.61286206243813,29SPC,treelossTF,2,0,6,92,0,0,0,0,0,0,0.0,,0.0,,0.0,,0.0612244897959183,0.0
642,857008_14,No change,no,41.9810071228732,-79.6076694930311,17TPG,cropnew,3,21,0,17,0,0,0,0,0,0,,,0.0,,0.0,,0.5526315789473685,0.5526315789473685
692,913366_4,No change,no,51.9389805699064,-78.2382606038532,17UPT,fire,4,0,0,19,0,0,0,0,0,0,,,0.0,,0.0,,0.0,0.0
855,1150482_1,No change,no,-19.6588239264984,133.003295907673,53KKU,waternew,3,20,24,0,0,0,0,0,0,0,0.0,,,,0.0,,1.0,0.4545454545454545
902,1240366_13,No change,no,-35.3225359826972,173.809131099627,60HTF,builtnewalert,4,80,0,6,0,0,0,0,0,0,,,0.0,,0.0,,0.9302325581395348,0.9302325581395348
909,1240366_20,No change,no,-35.352766894897,173.82774215347,60HTF,builtnewalert,2,66,32,0,0,0,0,0,0,0,0.0,,,,0.0,,1.0,0.673469387755102
914,1344822_5,No change,no,-2.08030109031168,-79.7146561048331,17MPT,waternew,1,52,6,0,0,0,0,0,0,0,0.0,,,,0.0,,1.0,0.896551724137931
915,1344822_6,No change,no,-2.09761270422606,-79.6501812556442,17MPT,waternew,4,63,10,0,0,0,0,0,0,0,0.0,,,,0.0,,1.0,0.863013698630137
920,1344822_11,No change,no,-2.07841460767819,-79.7305706039804,17MPT,waternew,1,34,0,35,0,0,0,0,0,0,,,0.0,,0.0,,0.4927536231884058,0.4927536231884058
929,1344822_20,No change,no,-2.09956762147036,-79.7157192918238,17MPT,waternew,3,2,14,37,0,0,0,0,0,0,0.0,,0.0,,0.0,,0.3018867924528302,0.0377358490566037
961,1348871_12,No change,no,-3.02103498662845,-57.723559053745,21MVS,treelosswet,3,5,0,14,0,0,0,0,0,0,,,0.0,,0.0,,0.2631578947368421,0.2631578947368421
967,1348871_19,No change,no,-3.02564680486185,-57.7262616556608,21MVS,treelosswet,3,8,2,14,0,0,0,0,0,0,0.0,,0.0,,0.0,,0.4166666666666667,0.3333333333333333
981,1354518_14,No change,no,-4.10036929201938,-63.2160059821933,20MMA,treelosswet,3,20,0,21,0,0,0,0,0,0,,,0.0,,0.0,,0.4878048780487805,0.4878048780487805
1132,1415162_7,No change,no,-16.0891254749564,-56.7935839681718,21LWC,cropnew,4,20,0,2,0,0,0,0,0,0,,,0.0,,0.0,,0.9090909090909092,0.9090909090909092
1134,1415162_9,No change,no,-16.0733561517902,-56.7562941910005,21LWC,cropnew,1,16,5,0,0,0,0,0,0,0,0.0,,,,0.0,,1.0,0.7619047619047619
1164,1416380_20,No change,no,-16.3194521944554,-62.8916401194862,20KNG,treelosswet,2,18,2,0,0,0,0,0,0,0,0.0,,,,0.0,,1.0,0.9
1172,1422212_8,No change,no,-17.7480741097524,-61.2731916347062,20KPF,treelosswet,4,16,0,6,0,0,0,0,0,0,,,0.0,,0.0,,0.7272727272727273,0.7272727272727273
1224,1466277_3,No change,no,-33.6851092652825,-59.149022782017,21HUC,wetshort,4,0,35,0,0,0,0,0,0,0,0.0,,,,0.0,,1.0,0.0
1229,1466277_8,No change,no,-33.6901023379857,-59.0624214223825,21HUC,wetshort,2,3,9,19,0,0,0,0,0,0,0.0,,0.0,,0.0,,0.3870967741935484,0.0967741935483871
1230,1466277_9,No change,no,-33.7069916078776,-59.0715642685804,21HUC,wetshort,2,27,7,0,0,0,0,0,0,0,0.0,,,,0.0,,1.0,0.7941176470588235
1231,1466277_10,No change,no,-33.6614159160775,-59.1426103945438,21HUC,wetshort,4,19,13,0,0,0,0,0,0,0,0.0,,,,0.0,,1.0,0.59375
