ID,changetype,conversion,latitude,longitude,MGRS,blockstratum,substratum,refno_mapno,refno_maplow,refno_maphigh,reflow_mapno,reflow_maplow,reflow_maphigh,refhigh_mapno,refhigh_maplow,refhigh_maphigh,userslow,producerslow,usershigh,producershigh,usersall,producersall,overallhigh,overallall
34405_19,Plantation clearing,no,5.34634474819065,118.032626051506,50NPL,treelosswet,1,7,0,0,12,2,1,23,12,1,1.0,0.11538461538461539,1.0,0.3611111111111111,1.0,0.25806451612903225,0.3793103448275862,0.39655172413793105
34405_20,Plantation clearing,no,5.36390168750025,118.079492633898,50NPL,treelosswet,3,0,0,0,29,0,0,9,5,15,1.0,0.0,1.0,0.6896551724137931,1.0,0.22988505747126436,0.7586206896551724,0.3448275862068966
35975_1,Clear cut,human,5.64627891534383,39.1161743309978,37NEG,treelossTF,1,21,3,0,0,0,0,0,0,0,0.0,NA,NA,NA,0.0,NA,1.0,0.875
35975_2,Shifting cultivation,human,5.6468226025064,39.1115690068124,37NEG,treelossTF,2,0,4,0,27,24,5,0,0,0,0.8571428571428571,0.3717948717948718,1.0,NA,0.8787878787878788,0.3717948717948718,0.9166666666666666,0.48333333333333334
35975_3,Shifting cultivation,no,5.6164157261481,39.1586986736435,37NEG,treelossTF,3,11,0,0,47,2,0,0,0,0,1.0,0.020833333333333332,NA,NA,1.0,0.020833333333333332,1.0,0.21666666666666667
35975_4,Shifting cultivation,no,5.63949136200562,39.1291763867671,37NEG,treelossTF,2,1,8,0,14,0,5,11,8,0,0.5,0.17857142857142858,1.0,0.42105263157894735,0.6190476190476191,0.2765957446808511,0.48936170212765956,0.2978723404255319
35975_5,Shifting cultivation,no,5.64193937294018,39.1015445664197,37NEG,treelossTF,2,55,0,0,0,5,0,0,0,0,1.0,1.0,NA,NA,1.0,1.0,1.0,1.0
35975_6,noChange,no,5.61858627133971,39.1608664146604,37NEG,treelossTF,3,56,4,0,0,0,0,0,0,0,0.0,NA,NA,NA,0.0,NA,1.0,0.9333333333333333
35975_7,Shifting cultivation,no,5.63514955993625,39.1270082090461,37NEG,treelossTF,2,0,0,0,0,0,0,42,14,0,1.0,NA,NA,0.25,1.0,0.25,0.0,0.25
35975_8,Shifting cultivation,no,5.64031175727347,39.0972098050508,37NEG,treelossTF,3,0,0,0,21,11,21,0,0,0,1.0,0.6037735849056604,1.0,NA,1.0,0.6037735849056604,0.6037735849056604,0.6037735849056604
35975_9,Shifting cultivation,no,5.60475551363627,39.1177914229253,37NEG,treelossTF,3,0,0,0,8,0,0,31,15,0,1.0,0.0,NA,0.32608695652173914,1.0,0.24193548387096775,0.14814814814814814,0.2777777777777778
35975_10,noChange,no,5.65740595006373,39.1164474616891,37NEG,treelossTF,4,53,7,0,0,0,0,0,0,0,0.0,NA,NA,NA,0.0,NA,1.0,0.8833333333333333
35975_11,noChange,no,5.60908202196629,39.1798260859336,37NEG,treelossTF,4,54,6,0,0,0,0,0,0,0,0.0,NA,NA,NA,0.0,NA,1.0,0.9
35975_12,Shifting cultivation,no,5.66174944560504,39.1102172917479,37NEG,treelossTF,1,0,0,0,36,19,5,0,0,0,1.0,0.26373626373626374,1.0,NA,1.0,0.26373626373626374,0.9166666666666666,0.4
35975_13,Shifting cultivation,no,5.63949265430008,39.1232164931308,37NEG,treelossTF,2,8,0,0,19,9,0,22,2,0,1.0,0.19148936170212766,NA,0.08333333333333333,1.0,0.15492957746478872,0.6,0.31666666666666665
35975_14,noChange,no,5.61288928438217,39.152467212446,37NEG,treelossTF,1,60,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
35975_15,Shifting cultivation,no,5.59443665306205,39.1443359303958,37NEG,treelossTF,3,10,3,0,18,0,0,0,0,0,0.0,0.0,NA,NA,0.0,0.0,1.0,0.3225806451612903
35975_16,noChange,no,5.65223382379455,39.1782138933917,37NEG,treelossTF,1,53,7,0,0,0,0,0,0,0,0.0,NA,NA,NA,0.0,NA,1.0,0.8833333333333333
35975_17,Shifting cultivation,no,5.65821127373909,39.1543754235261,37NEG,treelossTF,3,51,0,0,7,2,0,0,0,0,1.0,0.125,NA,NA,1.0,0.125,1.0,0.8833333333333333
35975_18,Selective logging,human,5.65359002846215,39.1806524995517,37NEG,treelossTF,1,38,2,0,13,5,0,0,0,0,0.7142857142857143,0.16129032258064516,NA,NA,0.7142857142857143,0.16129032258064516,1.0,0.7413793103448276
35975_19,Shifting cultivation,human,5.63270812685056,39.1218605569969,37NEG,treelossTF,2,0,0,0,18,24,10,3,5,0,1.0,0.5666666666666667,1.0,0.625,1.0,0.5735294117647058,0.7,0.65
35975_20,Shifting cultivation,human,5.5903714713549,39.1188720706068,37NEG,treelossTF,1,43,3,0,0,0,0,8,6,0,0.6666666666666666,NA,NA,0.42857142857142855,0.6666666666666666,0.42857142857142855,0.7666666666666667,0.8166666666666667
40284_1,Other change; flooding killed vegetation,no,6.23065576130252,101.91811435003,47NRG,treelosswet,1,0,0,0,0,0,0,42,1,1,1.0,NA,1.0,0.045454545454545456,1.0,0.045454545454545456,0.022727272727272728,0.045454545454545456
40284_2,noChange,no,6.28045915134305,101.930309193865,47NRG,treelosswet,2,28,36,0,0,0,0,0,0,0,0.0,NA,NA,NA,0.0,NA,1.0,0.4375
40284_3,Variable water,no,6.26511308549051,101.911804586948,47NRG,treelosswet,3,15,0,0,23,10,0,0,0,0,1.0,0.17857142857142858,NA,NA,1.0,0.17857142857142858,1.0,0.5208333333333334
40284_4,Natural browning,maybe,6.29635375263118,101.947463520928,47NRG,treelosswet,3,20,1,0,11,13,0,0,0,0,0.9285714285714286,0.37142857142857144,NA,NA,0.9285714285714286,0.37142857142857144,1.0,0.7333333333333333
40284_5,Clear cut,human,6.21696610287039,101.991163468592,47NRG,treelosswet,2,12,4,0,0,8,0,0,23,0,0.8857142857142857,1.0,NA,1.0,0.8857142857142857,1.0,0.5106382978723404,0.9148936170212766
40284_6,Fire,no,6.21429575979637,101.984106975075,47NRG,treelosswet,3,24,0,0,1,0,0,15,3,0,1.0,0.0,NA,0.16666666666666666,1.0,0.15,0.5813953488372093,0.627906976744186
40284_7,Clear cut,no,6.29848056699891,101.954789159837,47NRG,treelosswet,2,9,1,15,0,0,5,1,4,27,0.8,NA,0.6808510638297872,0.96875,0.6923076923076923,1.125,0.5967741935483871,0.7258064516129032
40284_8,Variable water,no,6.22849648773142,101.916477331798,47NRG,treelosswet,2,26,0,0,5,1,0,26,0,1,1.0,0.09090909090909091,1.0,0.037037037037037035,1.0,0.05263157894736842,0.559322033898305,0.4745762711864407
40284_9,Fire,no,6.22416382171071,101.96439198131,47NRG,treelosswet,3,33,1,0,0,0,0,0,0,0,0.0,NA,NA,NA,0.0,NA,1.0,0.9705882352941176
40284_10,Fire,no,6.2164516526086,101.986285731159,47NRG,treelosswet,1,27,1,0,0,0,0,18,5,0,0.8333333333333334,NA,NA,0.21739130434782608,0.8333333333333334,0.21739130434782608,0.5490196078431373,0.6274509803921569
40284_11,Built-up growth,human,6.25384727690533,101.987310003699,47NRG,treelosswet,2,49,3,0,0,0,0,7,2,3,0.4,NA,1.0,0.4166666666666667,0.625,0.4166666666666667,0.859375,0.84375
40284_12,Fire,no,6.2175372497409,101.986021034796,47NRG,treelosswet,1,24,0,0,0,0,0,21,3,0,1.0,NA,NA,0.125,1.0,0.125,0.5,0.5625
40284_13,noChange,no,6.28410960330503,101.907576085959,47NRG,treelosswet,4,51,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
40284_14,Clear cut,human,6.27930882434113,101.989892659939,47NRG,treelosswet,1,21,1,0,0,0,0,5,6,18,0.8571428571428571,NA,1.0,0.8275862068965517,0.96,0.8275862068965517,0.7843137254901961,0.8823529411764706
40284_15,Plantation clearing,no,6.23231492337231,101.912164832626,47NRG,treelosswet,1,2,1,7,0,0,0,3,3,41,0.75,NA,0.8541666666666666,0.9361702127659575,0.8461538461538461,0.9361702127659575,0.7719298245614035,0.8070175438596491
40284_16,Fire,no,6.22266049270317,101.990654030208,47NRG,treelosswet,1,23,0,0,40,2,0,0,0,0,1.0,0.024390243902439025,NA,NA,1.0,0.024390243902439025,1.0,0.38461538461538464
40284_17,noChange,no,6.25916687812288,101.957275907987,47NRG,treelosswet,4,37,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
40284_18,Clear cut,human,6.27148787012123,101.935134606246,47NRG,treelosswet,2,16,0,0,0,0,0,34,13,2,1.0,NA,1.0,0.30612244897959184,1.0,0.30612244897959184,0.27692307692307694,0.47692307692307695
40284_19,noChange,no,6.29117059630664,101.95339345905,47NRG,treelosswet,3,41,6,14,0,0,0,0,0,0,0.0,NA,0.0,NA,0.0,NA,0.7704918032786885,0.6721311475409836
40284_20,Plantation clearing,no,6.26765208752743,101.990367870533,47NRG,treelosswet,3,26,2,0,25,3,0,0,0,0,0.6,0.05660377358490566,NA,NA,0.6,0.05660377358490566,1.0,0.5178571428571429
41318_1,noChange,no,6.45867571299236,31.4615204017486,36NUN,waternew,2,29,2,24,0,0,0,0,0,0,0.0,NA,0.0,NA,0.0,NA,0.5636363636363636,0.5272727272727272
41318_2,Variable water,no,6.45461623447312,31.4647872393908,36NUN,waternew,2,33,14,3,0,0,5,0,0,0,0.0,NA,0.625,NA,0.22727272727272727,NA,0.8545454545454545,0.6909090909090909
41318_3,noChange,no,6.46872151138977,31.4642022607448,36NUN,waternew,4,35,20,0,0,0,0,0,0,0,0.0,NA,NA,NA,0.0,NA,1.0,0.6363636363636364
41318_4,Fire,no,6.40568120424758,31.4307644834059,36NUN,waternew,3,53,0,0,0,0,0,2,0,0,NA,NA,NA,0.0,NA,0.0,0.9636363636363636,0.9636363636363636
41318_5,noChange,no,6.46814274562332,31.452270256528,36NUN,waternew,3,49,4,2,0,0,0,0,0,0,0.0,NA,0.0,NA,0.0,NA,0.9636363636363636,0.8909090909090909
41318_6,Fire,no,6.4699525342141,31.4232442062434,36NUN,waternew,2,37,0,0,3,0,0,3,0,12,NA,0.0,1.0,0.8,1.0,0.5714285714285714,0.9454545454545454,0.8909090909090909
41318_7,Variable water,no,6.41524208163518,31.4524305629828,36NUN,waternew,1,0,0,26,0,5,1,0,18,5,1.0,1.2,0.1875,1.0,0.5272727272727272,1.0357142857142858,0.18181818181818182,0.5272727272727272
41318_8,Lost water,no,6.43835204021737,31.4691754746739,36NUN,waternew,3,3,12,0,0,40,0,0,0,0,0.7692307692307693,1.0,NA,NA,0.7692307692307693,1.0,1.0,0.7818181818181819
41318_9,Variable water,no,6.47868383134449,31.4394905443384,36NUN,waternew,1,0,2,48,0,0,5,0,0,0,0.0,NA,0.09433962264150944,NA,0.09090909090909091,NA,0.03636363636363636,0.09090909090909091
41318_10,Variable water,no,6.43027710401965,31.4906247794147,36NUN,waternew,1,0,0,4,0,0,0,0,0,51,NA,NA,0.9272727272727272,NA,0.9272727272727272,NA,0.9272727272727272,0.9272727272727272
41318_11,Fire,no,6.42205527311335,31.4627154794726,36NUN,waternew,3,5,4,0,0,2,0,0,43,0,0.9183673469387755,1.0,NA,1.0,0.9183673469387755,1.0,0.2037037037037037,0.9259259259259259
41318_12,Variable water,no,6.40493975734106,31.4546311258039,36NUN,waternew,1,0,0,2,0,0,0,0,2,51,1.0,NA,0.9622641509433962,1.0,0.9636363636363636,1.0,0.9272727272727272,0.9636363636363636
41318_13,Fire,no,6.40775120287476,31.4877079863645,36NUN,waternew,3,41,2,0,1,0,1,2,2,6,0.5,0.5,1.0,0.8,0.8181818181818182,0.75,0.9090909090909091,0.9090909090909091
41318_14,Variable water,no,6.45391070249837,31.4116319073364,36NUN,waternew,1,0,0,4,0,0,0,0,21,30,1.0,NA,0.8823529411764706,1.0,0.9272727272727272,1.0,0.5454545454545454,0.9272727272727272
41318_15,noChange,no,6.42693354613126,31.461073634256,36NUN,waternew,3,45,0,10,0,0,0,0,0,0,NA,NA,0.0,NA,0.0,NA,0.8181818181818182,0.8181818181818182
41318_16,New water,no,6.4615987894066,31.4414414911193,36NUN,waternew,2,32,0,0,0,0,0,0,0,23,NA,NA,1.0,NA,1.0,NA,1.0,1.0
41318_17,New water,no,6.44258233710097,31.4328210454374,36NUN,waternew,1,0,0,4,0,0,0,0,0,51,NA,NA,0.9272727272727272,NA,0.9272727272727272,NA,0.9272727272727272,0.9272727272727272
41318_18,Variable water,no,6.46296433914401,31.444420696859,36NUN,waternew,2,0,0,9,0,0,0,0,0,15,NA,NA,0.625,NA,0.625,NA,0.625,0.625
41318_19,Fire,no,6.47021707906822,31.4210736404323,36NUN,waternew,2,33,0,0,11,1,0,3,7,0,1.0,0.043478260869565216,NA,0.7,1.0,0.24242424242424243,0.8181818181818182,0.7454545454545455
41318_20,noChange,no,6.41818342661025,31.438319625599,36NUN,waternew,4,55,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
74185_1,Crop cycle change,no,10.9569507968352,5.05473854614608,31PGN,cropnew,2,45,4,0,5,0,0,0,0,0,0.0,0.0,NA,NA,0.0,0.0,1.0,0.8333333333333334
74185_2,noChange,no,10.9148159616062,5.07036184024578,31PGN,cropnew,1,49,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
74185_3,noChange,no,10.9071793592189,5.0768936423951,31PGN,cropnew,1,47,2,0,0,0,0,0,0,0,0.0,NA,NA,NA,0.0,NA,1.0,0.9591836734693877
74185_4,noChange,no,10.9100038510048,5.06017699804851,31PGN,cropnew,3,49,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
74185_6,noChange,no,10.9754018550183,5.09273655221535,31PGN,cropnew,1,50,2,0,0,0,0,0,0,0,0.0,NA,NA,NA,0.0,NA,1.0,0.9615384615384616
74185_7,Tree cut down; shifting agriculture,maybe,10.9522746282523,5.06458487208077,31PGN,cropnew,3,37,0,0,7,3,0,0,0,0,1.0,0.17647058823529413,NA,NA,1.0,0.17647058823529413,1.0,0.851063829787234
74185_8,Crop cycle change,no,10.9363897906755,5.0477369947031,31PGN,cropnew,3,27,0,0,13,0,0,0,0,0,NA,0.0,NA,NA,NA,0.0,1.0,0.675
74185_9,noChange,no,10.9454784362872,5.10679457657343,31PGN,cropnew,1,48,2,0,0,0,0,0,0,0,0.0,NA,NA,NA,0.0,NA,1.0,0.96
74185_10,noChange,no,10.9709294847801,5.07267249909225,31PGN,cropnew,4,49,2,0,0,0,0,0,0,0,0.0,NA,NA,NA,0.0,NA,1.0,0.9607843137254902
74185_11,noChange,no,10.9685339446591,5.06606975377453,31PGN,cropnew,3,53,2,0,0,0,0,0,0,0,0.0,NA,NA,NA,0.0,NA,1.0,0.9636363636363636
74185_12,noChange,no,10.9328335861155,5.05237719874095,31PGN,cropnew,4,46,3,0,0,0,0,0,0,0,0.0,NA,NA,NA,0.0,NA,1.0,0.9387755102040817
74185_13,noChange,no,10.9653640710781,5.09348914654947,31PGN,cropnew,1,45,4,0,0,0,0,0,0,0,0.0,NA,NA,NA,0.0,NA,1.0,0.9183673469387755
74185_14,Fire,no,10.9690138283775,5.03506338127347,31PGN,cropnew,3,50,4,0,0,0,0,0,0,0,0.0,NA,NA,NA,0.0,NA,1.0,0.9259259259259259
74185_15,noChange,no,10.9667197638987,5.0934986870569,31PGN,cropnew,1,53,2,0,0,0,0,0,0,0,0.0,NA,NA,NA,0.0,NA,1.0,0.9636363636363636
74185_16,Crop expansion; clear cut,human,10.9215664053157,5.03419069748278,31PGN,cropnew,2,38,0,0,12,0,0,0,0,0,NA,0.0,NA,NA,NA,0.0,1.0,0.76
97785_1,Lost water,no,14.018323448008,13.6401210069757,33PUR,waternew,3,46,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
97785_2,Variable water,no,14.0011432217442,13.6718839042712,33PUR,waternew,1,0,0,44,0,0,0,0,0,0,NA,NA,0.0,NA,0.0,NA,0.0,0.0
97785_3,Variable water,no,14.0284656598717,13.6595049543426,33PUR,waternew,2,16,0,0,31,2,0,0,0,0,1.0,0.03125,NA,NA,1.0,0.03125,1.0,0.3673469387755102
97785_4,noChange,no,14.001935203481,13.7182618970261,33PUR,waternew,4,55,3,0,0,0,0,0,0,0,0.0,NA,NA,NA,0.0,NA,1.0,0.9482758620689655
97785_5,Variable water,no,13.9932468128122,13.6660969893777,33PUR,waternew,3,27,0,0,8,11,0,0,0,0,1.0,0.4074074074074074,NA,NA,1.0,0.4074074074074074,1.0,0.8260869565217391
97785_6,Variable water,no,13.987180839528,13.6480802708882,33PUR,waternew,3,43,0,0,15,0,0,0,0,0,NA,0.0,NA,NA,NA,0.0,1.0,0.7413793103448276
97785_7,Variable water,no,14.0227646289675,13.6584270241414,33PUR,waternew,2,25,0,2,0,0,31,0,0,0,NA,NA,0.9393939393939394,NA,0.9393939393939394,NA,0.43103448275862066,0.9655172413793104
97785_8,Variable water,no,13.9731116313066,13.6539941260276,33PUR,waternew,2,9,4,0,0,0,0,0,0,0,0.0,NA,NA,NA,0.0,NA,1.0,0.6923076923076923
97785_9,Variable water,no,13.9678631443361,13.6368075904571,33PUR,waternew,1,0,10,15,0,7,26,0,0,0,0.4117647058823529,4.714285714285714,0.6341463414634146,NA,0.5689655172413793,4.714285714285714,0.29310344827586204,0.5689655172413793
97785_10,Variable water,no,14.0397546501082,13.6905510711337,33PUR,waternew,3,49,2,5,0,0,2,0,0,0,0.0,NA,0.2857142857142857,NA,0.2222222222222222,NA,0.8793103448275862,0.8793103448275862
97785_11,noChange,no,13.9677078927691,13.6576355459521,33PUR,waternew,3,26,32,0,0,0,0,0,0,0,0.0,NA,NA,NA,0.0,NA,1.0,0.4482758620689655
97785_12,noChange,no,13.9622882623089,13.7084843804036,33PUR,waternew,1,46,2,10,0,0,0,0,0,0,0.0,NA,0.0,NA,0.0,NA,0.8275862068965517,0.7931034482758621
97785_13,Variable water,no,14.031192891627,13.7122661842498,33PUR,waternew,2,0,0,0,20,9,29,0,0,0,1.0,0.7755102040816326,1.0,NA,1.0,0.7755102040816326,0.5,0.6551724137931034
97785_14,Variable water,no,14.0158131296673,13.6765214089841,33PUR,waternew,2,15,17,0,1,8,0,0,0,0,0.32,0.8,NA,NA,0.32,0.8,1.0,0.5609756097560976
97785_15,Variable water,no,13.995177115447,13.6719181686345,33PUR,waternew,3,20,9,0,0,0,27,0,0,0,0.0,NA,1.0,NA,0.75,NA,0.5178571428571429,0.8392857142857143
97785_16,noChange,no,14.0320462547674,13.7197614282055,33PUR,waternew,4,19,8,31,0,0,0,0,0,0,0.0,NA,0.0,NA,0.0,NA,0.46551724137931033,0.3275862068965517
97785_17,noChange,no,14.0320491931026,13.7203169688146,33PUR,waternew,1,41,17,0,0,0,0,0,0,0,0.0,NA,NA,NA,0.0,NA,1.0,0.7068965517241379
97785_18,Variable water,no,14.0289586398786,13.6506135038296,33PUR,waternew,2,48,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
97785_19,Variable water,no,13.9986455860738,13.7116144265725,33PUR,waternew,1,0,2,47,0,0,0,0,0,0,0.0,NA,0.0,NA,0.0,NA,0.04081632653061224,0.0
97785_20,noChange,no,14.0208770994061,13.6603823069914,33PUR,waternew,1,52,3,3,0,0,0,0,0,0,0.0,NA,0.0,NA,0.0,NA,0.9482758620689655,0.896551724137931
103279_1,Crop cycle change,no,14.5901349484673,78.776685088583,44PKB,builtnewalert,3,47,2,0,0,0,0,1,7,0,0.7777777777777778,NA,NA,0.875,0.7777777777777778,0.875,0.8596491228070176,0.9473684210526315
103279_2,noChange,no,14.6099898344796,78.783723122238,44PKB,builtnewalert,2,53,4,0,0,0,0,0,0,0,0.0,NA,NA,NA,0.0,NA,1.0,0.9298245614035088
103279_3,noChange,human,14.580801588708,78.7929220542828,44PKB,builtnewalert,2,52,5,0,0,0,0,0,0,0,0.0,NA,NA,NA,0.0,NA,1.0,0.9122807017543859
103279_4,noChange,no,14.6142814626857,78.77894773673,44PKB,builtnewalert,2,57,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
103279_5,noChange,no,14.587890792852,78.797304896189,44PKB,builtnewalert,2,56,1,0,0,0,0,0,0,0,0.0,NA,NA,NA,0.0,NA,1.0,0.9824561403508771
