ID,person,changetype,conversion,prevyear,overallLabel,Long,Lat,MGRS,p1_date,p1,p2_date,p2,p3_date,p3,p4_date,p4,p5_date,p5,p6_date,p6,p7_date,p7,p8_date,p8,p9_date,p9,p10_date,p10,p11_date,p11,p12_date,p12,p13_date,p13,p14_date,p14,p15_date,p15,p16_date,p16,p17_date,p17,p18_date,p18,p19_date,p19,p20_date,p20,p21_date,p21,p22_date,p22,p23_date,p23,p24_date,p24,p25_date,p25,p26_date,p26,p27_date,p27,p28_date,p28,p29_date,p29,p30_date,p30,p31_date,p31,p32_date,p32,p33_date,p33,p34_date,p34,p35_date,p35,p36_date,p36,p37_date,p37,p38_date,p38,p39_date,p39,p40_date,p40,p41_date,p41,p42_date,p42,p43_date,p43,p44_date,p44,p45_date,p45,p46_date,p46,p47_date,p47,p48_date,p48,p49_date,p49,p50_date,p50,p51_date,p51,p52_date,p52,p53_date,p53,p54_date,p54,p55_date,p55,p56_date,p56,p57_date,p57,p58_date,p58,p59_date,p59,p60_date,p60,p61_date,p61,p62_date,p62,p63_date,p63,p64_date,p64,p65_date,p65,p66_date,p66,p67_date,p67,p68_date,p68,p69_date,p69,p70_date,p70,p71_date,p71,p72_date,p72,p73_date,p73
197293_14,Theo,No Change,no,false,noChange,79.0822005592917,24.0536327448957,44QKM,2024-01-01,noChange,NA,noChange,2024-01-13,noChange,2024-01-16,noChange,2024-01-21,noChange,2024-01-26,noChange,NA,noChange,2024-02-05,noChange,2024-02-10,noChange,NA,noChange,2024-02-20,noChange,2024-02-25,noChange,2024-03-06,noChange,2024-03-10,noChange,2024-03-16,noChange,2024-03-21,noChange,2024-03-25,noChange,NA,noChange,2024-04-05,noChange,NA,noChange,2024-04-11,noChange,2024-04-19,noChange,2024-04-25,noChange,2024-04-30,noChange,2024-05-04,noChange,2024-05-10,noChange,2024-05-15,noChange,NA,noChange,2024-05-21,noChange,2024-05-29,noChange,NA,noChange,2024-06-09,noChange,2024-06-14,noChange,NA,noChange,2024-06-24,noChange,NA,noChange,NA,noChange,2024-07-08,noChange,2024-07-14,noChange,2024-07-19,noChange,2024-07-23,noChange,2024-07-29,noChange,NA,noChange,NA,noChange,2024-08-13,noChange,2024-08-17,noChange,2024-08-23,noChange,2024-08-28,noChange,2024-09-01,noChange,NA,noChange,2024-09-09,noChange,NA,noChange,2024-09-22,noChange,2024-09-27,noChange,2024-10-02,noChange,2024-10-07,noChange,2024-10-11,noChange,2024-10-17,noChange,2024-10-22,noChange,2024-10-27,noChange,2024-11-01,noChange,2024-11-05,noChange,2024-11-11,noChange,2024-11-16,noChange,2024-11-21,noChange,2024-11-26,noChange,NA,noChange,2024-12-06,noChange,2024-12-11,noChange,2024-12-15,noChange,2024-12-21,noChange,2024-12-26,noChange,2024-12-30,noChange
197293_15,Theo,No Change,no,false,noChange,79.0359558066409,24.0300230651936,44QKM,2024-01-01,noChange,NA,noChange,2024-01-13,noChange,2024-01-16,noChange,2024-01-21,noChange,2024-01-26,noChange,NA,noChange,2024-02-05,noChange,2024-02-10,noChange,NA,noChange,2024-02-20,noChange,2024-02-25,noChange,2024-03-06,noChange,2024-03-10,noChange,2024-03-16,noChange,2024-03-21,noChange,2024-03-25,noChange,NA,noChange,2024-04-05,noChange,NA,noChange,2024-04-15,noChange,2024-04-19,noChange,2024-04-25,noChange,2024-04-30,noChange,2024-05-04,noChange,2024-05-10,noChange,2024-05-15,noChange,NA,noChange,2024-05-25,noChange,2024-05-30,noChange,NA,noChange,2024-06-09,noChange,2024-06-14,noChange,NA,noChange,2024-06-24,noChange,NA,noChange,NA,noChange,2024-07-08,noChange,2024-07-14,noChange,2024-07-19,noChange,2024-07-23,noChange,2024-07-29,noChange,NA,noChange,NA,noChange,2024-08-13,noChange,2024-08-17,noChange,2024-08-23,noChange,2024-08-28,noChange,2024-09-01,noChange,2024-09-07,noChange,NA,noChange,NA,noChange,2024-09-22,noChange,2024-09-27,noChange,2024-10-02,noChange,2024-10-07,noChange,2024-10-11,noChange,2024-10-17,noChange,2024-10-22,noChange,2024-10-27,noChange,2024-11-01,noChange,2024-11-05,noChange,2024-11-11,noChange,2024-11-16,noChange,2024-11-21,noChange,2024-11-26,noChange,NA,noChange,2024-12-06,noChange,2024-12-11,noChange,2024-12-15,noChange,2024-12-21,noChange,2024-12-26,noChange,2024-12-30,noChange
197293_16,team,No Change,no,false,noChange,79.0857756327953,24.051239723216,44QKM,2024-01-01,noChange,NA,noChange,2024-01-13,noChange,2024-01-16,noChange,2024-01-21,noChange,2024-01-26,noChange,NA,noChange,2024-02-05,noChange,2024-02-10,noChange,NA,noChange,2024-02-20,noChange,2024-02-25,noChange,2024-03-06,noChange,2024-03-10,noChange,2024-03-16,noChange,2024-03-21,noChange,2024-03-25,noChange,NA,noChange,2024-04-05,noChange,NA,noChange,2024-04-11,noChange,2024-04-19,noChange,2024-04-25,noChange,2024-04-30,noChange,2024-05-04,noChange,2024-05-10,noChange,2024-05-15,noChange,NA,noChange,2024-05-21,noChange,2024-05-29,noChange,NA,noChange,2024-06-09,noChange,2024-06-14,noChange,NA,noChange,2024-06-24,noChange,NA,noChange,NA,noChange,2024-07-08,noChange,2024-07-14,noChange,2024-07-19,noChange,2024-07-23,noChange,2024-07-29,noChange,NA,noChange,NA,noChange,2024-08-13,noChange,2024-08-17,noChange,2024-08-23,noChange,2024-08-28,noChange,2024-09-01,noChange,2024-09-07,noChange,NA,noChange,NA,noChange,2024-09-22,noChange,2024-09-27,noChange,2024-10-02,noChange,2024-10-07,noChange,2024-10-11,noChange,2024-10-17,noChange,2024-10-22,noChange,2024-10-27,noChange,2024-11-01,noChange,2024-11-05,noChange,2024-11-11,noChange,2024-11-16,noChange,2024-11-21,noChange,2024-11-26,noChange,NA,noChange,2024-12-06,noChange,2024-12-11,noChange,2024-12-15,noChange,2024-12-21,noChange,2024-12-26,noChange,2024-12-30,noChange
197293_17,Theo,Crop cycle change,no,false,VLmin,79.0870831421955,24.0824055259789,44QKM,2024-01-01,noChange,NA,noChange,2024-01-13,VLsub,2024-01-16,VLsub,2024-01-21,VLsub,2024-01-26,VLsub,NA,VLmin,2024-02-05,VLmin,2024-02-10,VLmin,NA,noObs,2024-02-20,VLsub,2024-02-25,VLsub,2024-03-06,noChange,2024-03-10,noChange,2024-03-16,noChange,2024-03-21,noChange,2024-03-25,VGmin,2024-03-31,VGmin,2024-04-05,noChange,NA,noChange,2024-04-15,noChange,2024-04-19,noChange,2024-04-25,noChange,2024-04-30,noChange,2024-05-04,noChange,2024-05-10,noChange,2024-05-15,noChange,NA,noChange,2024-05-21,noChange,2024-05-30,noChange,2024-06-04,noChange,2024-06-09,noChange,2024-06-14,noChange,NA,noChange,2024-06-24,noChange,NA,noChange,NA,noChange,2024-07-09,noChange,2024-07-14,noChange,2024-07-19,noChange,2024-07-23,noChange,2024-07-29,noChange,NA,noChange,NA,noChange,2024-08-13,noChange,2024-08-17,noChange,2024-08-23,noChange,2024-08-28,noChange,2024-09-01,noChange,2024-09-07,noChange,NA,noChange,NA,noChange,2024-09-22,noChange,2024-09-27,noChange,2024-10-02,noChange,2024-10-07,noChange,2024-10-11,noChange,2024-10-17,noChange,2024-10-22,noChange,2024-10-27,noChange,2024-11-01,noChange,2024-11-05,noChange,2024-11-11,noChange,2024-11-16,noChange,2024-11-21,noChange,2024-11-26,noChange,NA,noChange,2024-12-06,noChange,2024-12-11,noChange,2024-12-15,noChange,2024-12-21,noChange,2024-12-26,noChange,2024-12-30,noChange
209941_1,Anya,Crop cycle change,no,false,VLmaj,44.5824872051536,25.1938228672961,38RMN,2024-01-05,noChange,2024-01-10,noChange,2024-01-15,noChange,2024-01-20,VLmaj,NA,VLmaj,2024-01-28,VLmaj,2024-02-04,VLmaj,2024-02-09,VLmaj,NA,VLmaj,2024-02-19,VLmaj,2024-02-24,VLmaj,2024-02-29,VLmaj,2024-03-05,VLmaj,2024-03-10,VLmaj,2024-03-15,noObs,NA,noObs,2024-03-25,VLmin,2024-03-30,VLmin,2024-04-04,VLmin,2024-04-09,VLmin,2024-04-14,VLmin,2024-04-19,VLmin,2024-04-24,VLmin,NA,noObs,2024-05-04,VLsub,2024-05-09,VLsub,2024-05-14,VLsub,2024-05-19,VLsub,2024-05-24,VLsub,2024-05-29,VLsub,2024-06-03,VLsub,2024-06-08,VLsub,2024-06-13,VLsub,2024-06-18,VLsub,2024-06-23,VLsub,2024-06-28,VLsub,2024-07-03,VLsub,2024-07-08,VLsub,2024-07-13,VLsub,2024-07-18,VLsub,2024-07-23,VLsub,2024-07-28,VLsub,2024-08-02,VLsub,2024-08-07,VLsub,2024-08-12,VLsub,2024-08-17,VLsub,2024-08-22,VLsub,NA,VLsub,2024-09-01,VLsub,2024-09-06,VLsub,2024-09-11,VLsub,2024-09-16,VLsub,2024-09-21,VLsub,2024-09-26,VLsub,2024-10-01,VLsub,2024-10-06,VLsub,2024-10-11,VLsub,2024-10-16,VLsub,2024-10-21,VLsub,2024-10-26,noObs,NA,noObs,2024-11-05,noChange,2024-11-10,noChange,2024-11-15,noChange,2024-11-20,noChange,2024-11-25,noChange,2024-11-30,noChange,2024-12-05,noChange,2024-12-10,noChange,2024-12-15,noChange,2024-12-20,noChange,2024-12-25,noChange,2024-12-30,noChange
209941_2,Anya,Crop cycle change,no,false,VLmin,44.5822042358149,25.1894873300576,38RMN,2024-01-05,noChange,2024-01-10,noChange,2024-01-15,VLsub,2024-01-20,VLsub,NA,VLsub,2024-01-28,VLsub,2024-02-04,VLsub,2024-02-09,VLsub,NA,VLsub,2024-02-19,VLsub,2024-02-24,VLsub,2024-02-29,VLsub,2024-03-05,VLsub,2024-03-10,VLsub,2024-03-15,noObs,NA,noObs,2024-03-25,noChange,2024-03-30,noChange,2024-04-04,noChange,2024-04-09,noChange,2024-04-14,noChange,2024-04-19,noChange,2024-04-24,noChange,NA,noChange,2024-05-04,noChange,2024-05-09,noChange,2024-05-14,noChange,2024-05-19,noChange,2024-05-24,noChange,2024-05-29,noChange,2024-06-03,noChange,2024-06-08,noChange,2024-06-13,noChange,2024-06-18,noChange,2024-06-23,noChange,2024-06-28,noChange,2024-07-03,noChange,2024-07-08,noChange,2024-07-13,noChange,2024-07-18,noChange,2024-07-23,noChange,2024-07-28,VLsub,2024-08-02,VLsub,2024-08-07,VLsub,2024-08-12,VLsub,2024-08-17,VLsub,2024-08-22,VLsub,2024-08-27,VLsub,2024-09-01,VLsub,2024-09-06,VLsub,2024-09-11,VLsub,NA,VLsub,2024-09-21,VLsub,2024-09-26,VLsub,2024-10-01,VLmin,2024-10-06,VLmin,2024-10-11,VLmin,2024-10-16,VLmin,2024-10-21,VLmin,2024-10-26,VLmin,NA,VLmin,2024-11-05,VLmin,2024-11-10,VLmin,2024-11-15,VLmin,2024-11-20,VLmin,2024-11-25,VLmin,2024-11-30,VLmin,2024-12-05,VLmin,2024-12-10,VLmin,2024-12-16,VLmin,2024-12-20,VLmin,2024-12-25,VLmin,2024-12-30,VLmin
209941_3,Anya,No Change,no,false,noChange,44.6591149996169,25.1566318806856,38RMN,2024-01-05,noChange,2024-01-10,noChange,2024-01-15,noChange,2024-01-20,noChange,NA,noChange,2024-01-28,noChange,2024-02-04,noChange,2024-02-09,noChange,2024-02-14,noChange,2024-02-19,noChange,2024-02-24,noChange,2024-02-29,noChange,2024-03-05,noChange,2024-03-10,noChange,2024-03-15,noChange,NA,noChange,2024-03-25,noChange,2024-03-30,noChange,2024-04-04,noChange,2024-04-09,noChange,2024-04-14,noChange,2024-04-19,noChange,2024-04-24,noChange,NA,noChange,2024-05-04,noChange,2024-05-09,noChange,2024-05-14,noChange,2024-05-19,noChange,2024-05-24,noChange,2024-05-29,noChange,2024-06-03,noChange,2024-06-08,noChange,2024-06-13,noChange,2024-06-18,noChange,2024-06-23,noChange,2024-06-28,noChange,2024-07-03,noChange,2024-07-08,noChange,2024-07-13,noChange,2024-07-18,noChange,2024-07-23,noChange,2024-07-28,noChange,2024-08-02,noChange,2024-08-07,noChange,2024-08-12,noChange,2024-08-17,noChange,2024-08-22,noChange,NA,noChange,2024-09-01,noChange,2024-09-06,noChange,2024-09-11,noChange,2024-09-16,noChange,2024-09-21,noChange,2024-09-26,noChange,2024-10-01,noChange,2024-10-06,noChange,2024-10-11,noChange,2024-10-16,noChange,2024-10-21,noChange,2024-10-26,noChange,NA,noChange,2024-11-05,noChange,2024-11-10,noChange,2024-11-15,noChange,2024-11-20,noChange,NA,noChange,2024-11-28,noChange,2024-12-05,noChange,2024-12-10,noChange,2024-12-15,noChange,2024-12-20,noChange,2024-12-25,noChange,2024-12-30,noChange
209941_4,Anya,Crop cycle change,no,true,VLmaj,44.615688590527,25.1459595400858,38RMN,2024-01-05,VLmaj,NA,VLmaj,2024-01-13,VLmaj,2024-01-20,VLmaj,NA,VLmaj,2024-01-28,VLmaj,2024-02-04,VLmaj,2024-02-09,VLmaj,2024-02-14,VLmaj,2024-02-19,VLmaj,2024-02-24,VLmaj,2024-02-29,VLmaj,2024-03-05,VLmaj,2024-03-10,VLmaj,2024-03-15,noChange,NA,noChange,2024-03-25,VLmin,2024-03-30,VLmin,2024-04-04,VLmin,2024-04-09,VLmin,2024-04-14,VLmin,2024-04-19,VLmin,2024-04-24,VLmin,NA,VLmin,2024-05-04,VLmin,2024-05-09,VLsub,2024-05-14,VLsub,2024-05-19,VLsub,2024-05-24,VLsub,2024-05-29,VLsub,2024-06-03,VLsub,2024-06-08,VLsub,2024-06-13,VLsub,2024-06-18,VLsub,2024-06-23,VLsub,2024-06-28,VLsub,2024-07-03,VLsub,2024-07-08,VLsub,2024-07-13,VLsub,2024-07-18,VLsub,2024-07-23,VLsub,2024-07-28,VLsub,2024-08-02,VLsub,2024-08-07,VLsub,2024-08-12,VLsub,2024-08-17,VLsub,2024-08-22,VLsub,2024-08-27,VLsub,2024-09-01,VLsub,2024-09-06,VLsub,2024-09-11,VLsub,2024-09-16,VLsub,2024-09-21,VLsub,2024-09-26,VLsub,2024-10-01,VLsub,2024-10-06,VLsub,2024-10-11,VLsub,2024-10-16,VLsub,2024-10-21,VLsub,2024-10-26,VLsub,NA,VLsub,2024-11-05,VLsub,2024-11-10,VLsub,2024-11-15,VLsub,2024-11-20,VLsub,NA,VLsub,2024-11-28,VLsub,2024-12-05,VLsub,2024-12-10,VLsub,2024-12-15,VLsub,2024-12-20,VLsub,2024-12-25,VLsub,2024-12-30,VLsub
209941_6,Anya,No Change,no,false,noChange,44.6191862796023,25.1698098109454,38RMN,2024-01-05,noChange,2024-01-10,noChange,2024-01-15,noChange,2024-01-20,noChange,2024-01-25,noChange,NA,noChange,2024-02-04,noChange,2024-02-09,noChange,2024-02-14,noChange,2024-02-19,noChange,2024-02-24,noChange,2024-02-29,noChange,2024-03-05,noChange,2024-03-10,noChange,2024-03-15,noChange,NA,noChange,2024-03-25,noChange,2024-03-30,noChange,2024-04-04,noChange,2024-04-09,noChange,NA,noChange,2024-04-19,noChange,2024-04-24,noChange,NA,noChange,2024-05-04,noChange,2024-05-09,noChange,2024-05-14,noChange,2024-05-19,noChange,2024-05-24,noChange,2024-05-29,noChange,2024-06-03,noChange,2024-06-08,noChange,2024-06-13,noChange,2024-06-18,noChange,2024-06-23,noChange,2024-06-28,noChange,2024-07-03,noChange,2024-07-08,noChange,2024-07-13,noChange,2024-07-18,noChange,2024-07-23,noChange,2024-07-28,noChange,2024-08-02,noChange,2024-08-07,noChange,2024-08-12,noChange,2024-08-17,noChange,2024-08-22,noChange,2024-08-27,noChange,2024-09-01,noChange,2024-09-06,noChange,2024-09-11,noChange,2024-09-16,noChange,2024-09-21,noChange,2024-09-26,noChange,2024-10-01,noChange,2024-10-06,noChange,2024-10-11,noChange,2024-10-16,noChange,2024-10-21,noChange,2024-10-26,noChange,NA,noChange,2024-11-05,noChange,2024-11-10,noChange,2024-11-15,noChange,2024-11-20,noChange,NA,noChange,2024-11-28,noChange,2024-12-05,noChange,2024-12-10,noChange,2024-12-16,noChange,2024-12-20,noChange,2024-12-25,noChange,2024-12-30,noChange
209941_7,Anya,Crop cycle change,no,false,VLmaj,44.5830817955598,25.1940954653494,38RMN,2024-01-05,noChange,2024-01-10,noObs,2024-01-15,VLmaj,2024-01-20,VLmaj,NA,VLmaj,2024-01-28,VLmaj,2024-02-04,VLmaj,2024-02-09,VLmaj,NA,VLmaj,2024-02-19,VLmaj,2024-02-24,VLmaj,2024-02-29,VLmaj,2024-03-05,VLmaj,2024-03-10,VLmaj,2024-03-15,noObs,NA,noObs,2024-03-25,VLmin,2024-03-30,VLmin,2024-04-04,VLmin,2024-04-09,VLmin,2024-04-14,VLmin,2024-04-19,VLmin,2024-04-24,VLsub,NA,VLsub,2024-05-04,VLsub,2024-05-09,VLsub,2024-05-14,VLsub,2024-05-19,VLsub,2024-05-24,VLsub,2024-05-29,VLsub,2024-06-03,VLsub,2024-06-08,VLsub,2024-06-13,VLsub,2024-06-18,VLsub,2024-06-23,VLsub,2024-06-28,VLsub,2024-07-03,VLsub,2024-07-08,VLsub,2024-07-13,VLsub,2024-07-18,VLsub,2024-07-23,VLsub,2024-07-28,VLsub,2024-08-02,VLsub,2024-08-07,VLsub,2024-08-12,VLsub,2024-08-17,VLsub,2024-08-22,VLsub,NA,VLsub,2024-09-01,VLsub,2024-09-06,VLsub,2024-09-11,VLsub,2024-09-16,VLsub,2024-09-21,VLsub,2024-09-26,VLsub,2024-10-01,VLsub,2024-10-06,VLsub,2024-10-11,VLsub,2024-10-16,VLsub,2024-10-21,VLsub,2024-10-26,VLsub,NA,VLsub,2024-11-05,VLsub,2024-11-10,VLsub,2024-11-15,VLsub,2024-11-20,VLsub,2024-11-25,VLsub,2024-11-30,VLsub,2024-12-05,VLsub,2024-12-10,VLsub,2024-12-15,VLsub,2024-12-20,VLsub,2024-12-25,VLsub,2024-12-30,VLsub
209941_9,Anya,Crop cycle change,no,false,VLmaj,44.6112248299823,25.1456769687969,38RMN,2024-01-05,VGsub,NA,noObs,2024-01-13,noChange,2024-01-20,noChange,NA,noChange,2024-01-28,noChange,2024-02-04,noChange,2024-02-09,noChange,2024-02-14,noChange,2024-02-19,noChange,2024-02-24,noChange,2024-02-29,noChange,2024-03-05,noChange,2024-03-10,noChange,2024-03-15,VLsub,NA,VLsub,2024-03-25,VLsub,2024-03-30,VLsub,2024-04-04,VLsub,2024-04-09,VLsub,2024-04-14,VLsub,2024-04-19,VLsub,2024-04-24,VLsub,NA,VLsub,2024-05-04,VLsub,2024-05-09,VLsub,2024-05-14,noChange,2024-05-19,noChange,2024-05-24,noChange,2024-05-29,noChange,2024-06-03,noChange,2024-06-08,noChange,2024-06-13,noChange,2024-06-18,noChange,2024-06-23,noChange,2024-06-28,VLsub,2024-07-03,VLsub,2024-07-08,VLmin,2024-07-13,VLmin,2024-07-18,VLmaj,2024-07-23,VLmaj,2024-07-28,VLmaj,2024-08-02,VLmaj,2024-08-07,VLmaj,2024-08-12,VLmaj,2024-08-17,VLmaj,2024-08-22,VLmaj,2024-08-27,VLmaj,2024-09-01,VLsub,2024-09-06,VLsub,2024-09-11,VLsub,2024-09-16,VLsub,2024-09-21,VLmin,2024-09-26,VLmin,2024-10-01,VLmaj,2024-10-06,VLmaj,2024-10-11,VLmaj,2024-10-16,VLmaj,2024-10-21,VLmaj,2024-10-26,VLmaj,NA,VLmaj,2024-11-05,VLmaj,2024-11-10,VLmaj,2024-11-15,VLmin,2024-11-20,VLmin,NA,VLmin,2024-11-28,VLmin,2024-12-05,VLmin,2024-12-10,VLmin,2024-12-15,VLmin,2024-12-20,VLmin,2024-12-25,VLmin,2024-12-30,VLmin
209941_10,Anya,Crop cycle change,no,false,VLmaj,44.5887030954839,25.1160854874831,38RMN,2024-01-05,noChange,NA,noChange,2024-01-13,noChange,2024-01-20,noChange,NA,noChange,2024-01-28,noChange,2024-02-04,noChange,2024-02-09,noChange,2024-02-14,noChange,2024-02-19,noChange,2024-02-24,noChange,2024-02-29,noChange,2024-03-05,noChange,2024-03-10,noChange,2024-03-15,noChange,NA,noChange,2024-03-25,noChange,2024-03-30,noObs,2024-04-04,VLsub,2024-04-09,VLsub,2024-04-14,VLmin,2024-04-19,VLmin,2024-04-24,VLmin,NA,VLmin,2024-05-04,VLmin,2024-05-09,VLmin,2024-05-14,VLmin,2024-05-19,VLmin,2024-05-24,VLmin,2024-05-29,VLmin,2024-06-03,VLsub,2024-06-08,VLsub,NA,VLsub,2024-06-18,VLsub,2024-06-23,VLsub,2024-06-28,VLsub,2024-07-03,VLsub,2024-07-08,VLsub,2024-07-13,VLmin,2024-07-18,VLmaj,2024-07-23,VLmaj,2024-07-28,VLmaj,2024-08-02,VLmaj,2024-08-07,VLmaj,2024-08-12,VLmaj,2024-08-17,VLmaj,2024-08-22,VLmaj,2024-08-27,VLmaj,2024-09-01,VLsub,2024-09-06,VLsub,2024-09-11,VLsub,2024-09-16,VLsub,2024-09-21,VLmin,2024-09-26,VLmin,2024-10-01,VLmaj,2024-10-06,VLmaj,2024-10-11,VLmaj,2024-10-16,VLmaj,2024-10-21,VLmaj,2024-10-26,VLmaj,NA,VLmaj,2024-11-05,VLmaj,2024-11-10,VLmaj,2024-11-15,VLmaj,2024-11-20,VLmaj,NA,VLmaj,2024-11-28,VLmaj,2024-12-05,VLmin,2024-12-10,VLmin,2024-12-15,VLmin,2024-12-20,VLmin,2024-12-25,VLmin,2024-12-30,VLmin
209941_11,Anya,Crop cycle change,no,true,VLmaj,44.6150856604212,25.1483962858228,38RMN,2024-01-05,VLmaj,NA,VLmaj,2024-01-13,VLmaj,2024-01-20,VLmaj,NA,VLmaj,2024-01-28,VLmaj,2024-02-04,VLmaj,2024-02-09,VLmaj,2024-02-14,VLmaj,2024-02-19,VLmaj,2024-02-24,VLmaj,2024-02-29,VLmaj,2024-03-05,VLmaj,2024-03-10,VLmaj,2024-03-15,VLmaj,NA,VLmaj,2024-03-25,VLmaj,2024-03-30,VLmaj,2024-04-04,VLmaj,2024-04-09,VLmaj,2024-04-14,VLmaj,2024-04-19,VLmaj,2024-04-24,VLmaj,NA,noObs,2024-05-04,VLsub,2024-05-09,VLsub,2024-05-14,VLsub,2024-05-19,VLsub,2024-05-24,VLsub,2024-05-29,VLsub,2024-06-03,VLsub,2024-06-08,VLsub,2024-06-13,VLsub,2024-06-18,VLsub,2024-06-23,VLsub,2024-06-28,VLsub,2024-07-03,VLsub,2024-07-08,VLsub,2024-07-13,VLsub,2024-07-18,VLsub,2024-07-23,VLsub,2024-07-28,VLsub,2024-08-02,VLsub,2024-08-07,VLsub,2024-08-12,VLsub,2024-08-17,VLsub,2024-08-22,VLsub,2024-08-27,VLsub,2024-09-01,VLsub,2024-09-06,VLsub,2024-09-11,VLsub,2024-09-16,VLsub,2024-09-21,VLsub,2024-09-26,VLsub,2024-10-01,VLsub,2024-10-06,VLsub,2024-10-11,VLsub,2024-10-16,VLsub,2024-10-21,VLsub,2024-10-26,VLsub,NA,noObs,2024-11-05,noChange,2024-11-10,noChange,2024-11-15,noChange,2024-11-20,VLsub,NA,VLsub,2024-11-28,VLsub,2024-12-05,VLsub,2024-12-10,VLsub,2024-12-15,VLsub,2024-12-20,VLsub,2024-12-25,VLsub,2024-12-30,VLsub
209941_12,Anya,Crop cycle change,no,true,VLmaj,44.6168833844344,25.1446080171416,38RMN,2024-01-05,VLmaj,NA,VLmaj,2024-01-13,VLmaj,2024-01-20,VLmaj,NA,VLmaj,2024-01-28,VLmaj,2024-02-04,VLmaj,2024-02-09,VLmaj,2024-02-14,VLmaj,2024-02-19,VLmaj,2024-02-24,VLmaj,2024-02-29,VLmaj,2024-03-05,VLmaj,2024-03-10,VLmaj,2024-03-15,noChange,NA,noObs,2024-03-25,VLmin,2024-03-30,VLmin,2024-04-04,VLmin,2024-04-09,VLmin,2024-04-14,VLmin,2024-04-19,VLmin,2024-04-24,VLmin,NA,noObs,2024-05-04,VLsub,2024-05-09,VLsub,2024-05-14,VLsub,2024-05-19,VLsub,2024-05-24,VLsub,2024-05-29,VLsub,2024-06-03,VLsub,2024-06-08,VLsub,2024-06-13,VLsub,2024-06-18,VLsub,2024-06-23,VLsub,2024-06-28,VLsub,2024-07-03,VLsub,2024-07-08,VLsub,2024-07-13,VLsub,2024-07-18,VLsub,2024-07-23,VLsub,2024-07-28,VLsub,2024-08-02,VLsub,2024-08-07,VLsub,2024-08-12,VLsub,2024-08-17,VLsub,2024-08-22,VLsub,2024-08-27,VLsub,2024-09-01,VLsub,2024-09-06,VLsub,2024-09-11,VLsub,2024-09-16,VLsub,2024-09-21,VLsub,2024-09-26,VLsub,2024-10-01,VLsub,2024-10-06,VLsub,2024-10-11,VLsub,2024-10-16,VLsub,2024-10-21,VLsub,2024-10-26,VLsub,NA,VLsub,2024-11-05,VLsub,2024-11-10,VLsub,2024-11-15,VLsub,2024-11-20,VLsub,NA,VLsub,2024-11-28,VLsub,2024-12-05,VLsub,2024-12-10,VLsub,2024-12-15,VLsub,2024-12-20,VLsub,2024-12-25,VLsub,2024-12-30,VLsub
209941_13,Anya,No Change,no,false,noChange,44.6116484874908,25.1998625724378,38RMN,2024-01-05,noChange,2024-01-10,noChange,2024-01-15,noChange,2024-01-20,noChange,NA,noChange,2024-01-28,noChange,2024-02-04,noChange,2024-02-09,noChange,NA,noChange,2024-02-19,noChange,2024-02-24,noChange,2024-02-29,noChange,2024-03-05,noChange,2024-03-10,noChange,2024-03-15,noChange,NA,noChange,2024-03-25,noChange,2024-03-30,noChange,2024-04-04,noChange,2024-04-09,noChange,2024-04-14,noChange,2024-04-19,noChange,2024-04-24,noChange,NA,noChange,2024-05-04,noChange,2024-05-09,noChange,2024-05-14,noChange,2024-05-19,noChange,2024-05-24,noChange,2024-05-29,noChange,2024-06-03,noChange,2024-06-08,noChange,2024-06-13,noChange,2024-06-18,noChange,2024-06-23,noChange,2024-06-28,noChange,2024-07-03,noChange,2024-07-08,noChange,2024-07-13,noChange,2024-07-18,noChange,2024-07-23,noChange,2024-07-28,noChange,2024-08-02,noChange,2024-08-07,noChange,2024-08-12,noChange,2024-08-17,noChange,2024-08-22,noChange,2024-08-27,noChange,2024-09-01,noChange,2024-09-06,noChange,2024-09-11,noChange,2024-09-16,noChange,2024-09-21,noChange,2024-09-26,noChange,2024-10-01,noChange,2024-10-06,noChange,2024-10-11,noChange,2024-10-16,noChange,2024-10-21,noChange,2024-10-26,noChange,NA,noChange,2024-11-05,noChange,2024-11-10,noChange,2024-11-15,noChange,2024-11-20,noChange,2024-11-25,noChange,2024-11-30,noChange,2024-12-05,noChange,2024-12-10,noChange,2024-12-16,noChange,2024-12-20,noChange,2024-12-25,noChange,2024-12-30,noChange
